upstream,sha,skill_root,available,has_script_surface,script_files,has_script_suffix
vercel-labs/agent-skills,ce3e64e468f8fa09a2d075d102771838061fdac0,skills/deploy-to-vercel,True,False,0,True
vercel-labs/agent-skills,ce3e64e468f8fa09a2d075d102771838061fdac0,skills/react-best-practices,True,False,0,False
vercel-labs/agent-skills,ce3e64e468f8fa09a2d075d102771838061fdac0,skills/react-native-skills,True,False,0,False
vercel-labs/agent-skills,ce3e64e468f8fa09a2d075d102771838061fdac0,skills/react-view-transitions,True,False,0,False
vercel-labs/agent-skills,ce3e64e468f8fa09a2d075d102771838061fdac0,skills/vercel-cli-with-tokens,True,False,0,False
vercel-labs/agent-skills,ce3e64e468f8fa09a2d075d102771838061fdac0,skills/web-design-guidelines,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,artifacts-builder,True,True,3,True
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,brand-guidelines,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,canvas-design,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,changelog-generator,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,competitive-ads-extractor,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/-21risk-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/-2chat-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/ably-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/abstract-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/abuselpdb-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/abyssale-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/accelo-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/accredible-certificates-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/acculynx-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/active-campaign-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/addresszen-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/adobe-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/adrapid-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/adyntel-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/aero-workflow-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/aeroleads-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/affinda-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/affinity-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/agencyzoom-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/agent-mail-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/agentql-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/agenty-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/agiled-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/agility-cms-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/ahrefs-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/ai-ml-api-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/aivoov-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/alchemy-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/algodocs-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/algolia-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/all-images-ai-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/alpha-vantage-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/altoviz-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/alttext-ai-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/amara-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/amazon-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/ambee-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/ambient-weather-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/amcards-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/anchor-browser-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/anonyflow-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/anthropic-administrator-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/anthropic_administrator-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/apaleo-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/apex27-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/api-bible-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/api-labz-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/api-ninjas-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/api-sports-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/api2pdf-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/apiflash-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/apify-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/apilio-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/apipie-ai-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/apitemplate-io-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/apiverve-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/apollo-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/appcircle-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/appdrag-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/appointo-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/appsflyer-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/appveyor-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/aryn-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/ascora-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/ashby-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/asin-data-api-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/astica-ai-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/async-interview-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/atlassian-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/attio-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/auth0-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/autobound-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/autom-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/axonaut-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/ayrshare-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/backendless-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/bannerbear-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/bart-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/baselinker-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/baserow-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/basin-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/battlenet-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/beaconchain-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/beaconstac-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/beamer-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/beeminder-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/bench-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/benchmark-email-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/benzinga-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/bestbuy-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/better-proposals-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/better-stack-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/bidsketch-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/big-data-cloud-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/bigmailer-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/bigml-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/bigpicture-io-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/bitquery-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/bitwarden-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/blackbaud-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/blackboard-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/blocknative-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/boldsign-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/bolna-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/boloforms-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/bolt-iot-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/bonsai-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/bookingmood-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/booqable-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/borneo-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/botbaba-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/botpress-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/botsonic-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/botstar-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/bouncer-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/boxhero-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/braintree-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/brandfetch-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/breeze-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/breezy-hr-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/brex-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/brex-staging-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/brightdata-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/brightpearl-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/brilliant-directories-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/browseai-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/browser-tool-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/browserbase-tool-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/browserhub-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/browserless-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/btcpay-server-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/bubble-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/bugbug-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/bugherd-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/bugsnag-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/buildkite-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/builtwith-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/bunnycdn-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/byteforms-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/cabinpanda-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/cal-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/calendarhero-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/callerapi-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/callingly-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/callpage-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/campaign-cleaner-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/campayn-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/canny-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/canvas-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/capsule-crm-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/capsule_crm-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/carbone-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/cardly-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/castingwords-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/cats-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/cdr-platform-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/census-bureau-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/centralstationcrm-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/certifier-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/chaser-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/chatbotkit-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/chatfai-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/chatwork-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/chmeetings-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/cincopa-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/claid-ai-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/classmarker-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/clearout-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/clickmeeting-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/clockify-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/cloudcart-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/cloudconvert-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/cloudflare-api-key-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/cloudflare-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/cloudflare-browser-rendering-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/cloudinary-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/cloudlayer-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/cloudpress-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/coassemble-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/codacy-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/codeinterpreter-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/codereadr-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/coinbase-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/coinmarketcal-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/coinmarketcap-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/coinranking-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/college-football-data-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/composio-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/composio-search-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/connecteam-automation,True,False,0,False
ComposioHQ/awesome-claude-skills,3bf63cdff23aa53774736e0f0cdd73e8c17bd599,composio-skills/contentful-automation,True,False,0,False
