group,level,label,count,n,prevalence
exclude:anthropics/skills,family,lifecycle,385,922,0.4175704989154013
exclude:anthropics/skills,family,personalize,31,922,0.033622559652928416
exclude:anthropics/skills,family,policy,250,922,0.27114967462039047
exclude:anthropics/skills,family,polish,39,922,0.04229934924078091
exclude:anthropics/skills,family,procedure,445,922,0.482646420824295
exclude:anthropics/skills,family,resource,142,922,0.1540130151843818
exclude:anthropics/skills,family,retarget,167,922,0.18112798264642083
exclude:anthropics/skills,family,script,90,922,0.09761388286334056
exclude:anthropics/skills,family,spec,124,922,0.13449023861171366
exclude:anthropics/skills,family,style,5,922,0.005422993492407809
exclude:anthropics/skills,pattern,add-activation-criterion,49,922,0.05314533622559653
exclude:anthropics/skills,pattern,add-consent-gate,57,922,0.06182212581344902
exclude:anthropics/skills,pattern,add-decision-rule,164,922,0.17787418655097614
exclude:anthropics/skills,pattern,add-design-principle,35,922,0.03796095444685466
exclude:anthropics/skills,pattern,add-eval-suite-resource,12,922,0.013015184381778741
exclude:anthropics/skills,pattern,add-example,42,922,0.0455531453362256
exclude:anthropics/skills,pattern,add-hard-constraint,155,922,0.1681127982646421
exclude:anthropics/skills,pattern,add-instruction-guardrail,17,922,0.01843817787418655
exclude:anthropics/skills,pattern,add-output-asset,4,922,0.004338394793926247
exclude:anthropics/skills,pattern,add-output-format-spec,61,922,0.06616052060737528
exclude:anthropics/skills,pattern,add-platform-specific-branch,42,922,0.0455531453362256
exclude:anthropics/skills,pattern,add-precondition-check,76,922,0.0824295010845987
exclude:anthropics/skills,pattern,add-priority-hierarchy,14,922,0.015184381778741865
exclude:anthropics/skills,pattern,add-procedure-step,196,922,0.21258134490238612
exclude:anthropics/skills,pattern,add-prompt-template-resource,42,922,0.0455531453362256
exclude:anthropics/skills,pattern,add-reference-doc,96,922,0.10412147505422993
exclude:anthropics/skills,pattern,add-review-round,85,922,0.09219088937093275
exclude:anthropics/skills,pattern,add-scoring-rubric,14,922,0.015184381778741865
exclude:anthropics/skills,pattern,add-sub-workflow,50,922,0.05422993492407809
exclude:anthropics/skills,pattern,add-template,19,922,0.020607375271149676
exclude:anthropics/skills,pattern,add-tool-config,5,922,0.005422993492407809
exclude:anthropics/skills,pattern,add-voice-rule,5,922,0.005422993492407809
exclude:anthropics/skills,pattern,change-artifact-storage,117,922,0.12689804772234273
exclude:anthropics/skills,pattern,fix-skill-instruction-bug,77,922,0.08351409978308026
exclude:anthropics/skills,pattern,integrate-external-system,134,922,0.14533622559652928
exclude:anthropics/skills,pattern,modify-skill-metadata,179,922,0.19414316702819956
exclude:anthropics/skills,pattern,personalize-defaults,31,922,0.033622559652928416
exclude:anthropics/skills,pattern,relax-constraint,103,922,0.11171366594360087
exclude:anthropics/skills,pattern,remove-auxiliary-file,57,922,0.06182212581344902
exclude:anthropics/skills,pattern,remove-procedure-step,61,922,0.06616052060737528
exclude:anthropics/skills,pattern,rename-or-reorganize-structure,89,922,0.09652928416485901
exclude:anthropics/skills,pattern,reorder-steps,7,922,0.007592190889370932
exclude:anthropics/skills,pattern,retarget-domain-stack,46,922,0.049891540130151846
exclude:anthropics/skills,pattern,retarget-host-tooling,117,922,0.12689804772234273
exclude:anthropics/skills,pattern,retarget-version-api,8,922,0.008676789587852495
exclude:anthropics/skills,pattern,script-add-feature,37,922,0.04013015184381779
exclude:anthropics/skills,pattern,script-add-input-validation,5,922,0.005422993492407809
exclude:anthropics/skills,pattern,script-add-safety-guard,20,922,0.021691973969631236
exclude:anthropics/skills,pattern,script-fix-logic-bug,17,922,0.01843817787418655
exclude:anthropics/skills,pattern,script-fix-platform-compat,26,922,0.028199566160520606
exclude:anthropics/skills,pattern,script-optimize,1,922,0.0010845986984815619
exclude:anthropics/skills,pattern,script-refactor,16,922,0.01735357917570499
exclude:anthropics/skills,pattern,style-or-format-content,42,922,0.0455531453362256
exclude:anthropics/skills,pattern,swap-execution-model,92,922,0.09978308026030369
exclude:anthropics/skills,pattern,tighten-instruction-wording,39,922,0.04229934924078091
exclude:anthropics/skills,pattern,translate-skill-content,95,922,0.10303687635574837
repository:mattpocock/skills,family,decision,0,2,0.0
repository:mattpocock/skills,family,fix,0,2,0.0
repository:mattpocock/skills,family,guardrail,0,2,0.0
repository:mattpocock/skills,family,lifecycle,0,2,0.0
repository:mattpocock/skills,family,personalize,2,2,1.0
repository:mattpocock/skills,family,policy,0,2,0.0
repository:mattpocock/skills,family,polish,0,2,0.0
repository:mattpocock/skills,family,procedure,0,2,0.0
repository:mattpocock/skills,family,resource,0,2,0.0
repository:mattpocock/skills,family,retarget,0,2,0.0
repository:mattpocock/skills,family,script,0,2,0.0
repository:mattpocock/skills,family,spec,0,2,0.0
repository:mattpocock/skills,family,style,0,2,0.0
repository:mattpocock/skills,pattern,add-activation-criterion,0,2,0.0
repository:mattpocock/skills,pattern,add-consent-gate,0,2,0.0
repository:mattpocock/skills,pattern,add-decision-rule,0,2,0.0
repository:mattpocock/skills,pattern,add-design-principle,0,2,0.0
repository:mattpocock/skills,pattern,add-eval-suite-resource,0,2,0.0
repository:mattpocock/skills,pattern,add-example,0,2,0.0
repository:mattpocock/skills,pattern,add-hard-constraint,0,2,0.0
repository:mattpocock/skills,pattern,add-instruction-guardrail,0,2,0.0
repository:mattpocock/skills,pattern,add-output-asset,0,2,0.0
repository:mattpocock/skills,pattern,add-output-format-spec,0,2,0.0
repository:mattpocock/skills,pattern,add-platform-specific-branch,0,2,0.0
repository:mattpocock/skills,pattern,add-precondition-check,0,2,0.0
repository:mattpocock/skills,pattern,add-priority-hierarchy,0,2,0.0
repository:mattpocock/skills,pattern,add-procedure-step,0,2,0.0
repository:mattpocock/skills,pattern,add-prompt-template-resource,0,2,0.0
repository:mattpocock/skills,pattern,add-reference-doc,0,2,0.0
repository:mattpocock/skills,pattern,add-review-round,0,2,0.0
repository:mattpocock/skills,pattern,add-scoring-rubric,0,2,0.0
repository:mattpocock/skills,pattern,add-sub-workflow,0,2,0.0
repository:mattpocock/skills,pattern,add-template,0,2,0.0
repository:mattpocock/skills,pattern,add-tool-config,0,2,0.0
repository:mattpocock/skills,pattern,add-voice-rule,0,2,0.0
repository:mattpocock/skills,pattern,change-artifact-storage,0,2,0.0
repository:mattpocock/skills,pattern,fix-skill-instruction-bug,0,2,0.0
repository:mattpocock/skills,pattern,integrate-external-system,0,2,0.0
repository:mattpocock/skills,pattern,modify-skill-metadata,0,2,0.0
repository:mattpocock/skills,pattern,personalize-defaults,2,2,1.0
repository:mattpocock/skills,pattern,relax-constraint,0,2,0.0
repository:mattpocock/skills,pattern,remove-auxiliary-file,0,2,0.0
repository:mattpocock/skills,pattern,remove-procedure-step,0,2,0.0
repository:mattpocock/skills,pattern,rename-or-reorganize-structure,0,2,0.0
repository:mattpocock/skills,pattern,reorder-steps,0,2,0.0
repository:mattpocock/skills,pattern,retarget-domain-stack,0,2,0.0
repository:mattpocock/skills,pattern,retarget-host-tooling,0,2,0.0
repository:mattpocock/skills,pattern,retarget-version-api,0,2,0.0
repository:mattpocock/skills,pattern,script-add-feature,0,2,0.0
repository:mattpocock/skills,pattern,script-add-input-validation,0,2,0.0
repository:mattpocock/skills,pattern,script-add-safety-guard,0,2,0.0
repository:mattpocock/skills,pattern,script-fix-logic-bug,0,2,0.0
repository:mattpocock/skills,pattern,script-fix-platform-compat,0,2,0.0
repository:mattpocock/skills,pattern,script-optimize,0,2,0.0
repository:mattpocock/skills,pattern,script-refactor,0,2,0.0
repository:mattpocock/skills,pattern,style-or-format-content,0,2,0.0
repository:mattpocock/skills,pattern,swap-execution-model,0,2,0.0
repository:mattpocock/skills,pattern,tighten-instruction-wording,0,2,0.0
repository:mattpocock/skills,pattern,translate-skill-content,0,2,0.0
exclude:mattpocock/skills,family,decision,285,1124,0.25355871886120995
exclude:mattpocock/skills,family,fix,96,1124,0.08540925266903915
exclude:mattpocock/skills,family,guardrail,21,1124,0.018683274021352312
exclude:mattpocock/skills,family,lifecycle,461,1124,0.4101423487544484
exclude:mattpocock/skills,family,personalize,36,1124,0.03202846975088968
exclude:mattpocock/skills,family,policy,269,1124,0.2393238434163701
exclude:mattpocock/skills,family,polish,45,1124,0.0400355871886121
exclude:mattpocock/skills,family,procedure,459,1124,0.4083629893238434
exclude:mattpocock/skills,family,resource,189,1124,0.16814946619217083
exclude:mattpocock/skills,family,retarget,184,1124,0.16370106761565836
exclude:mattpocock/skills,family,script,182,1124,0.1619217081850534
exclude:mattpocock/skills,family,spec,133,1124,0.11832740213523131
exclude:mattpocock/skills,family,style,6,1124,0.005338078291814947
exclude:mattpocock/skills,pattern,add-activation-criterion,50,1124,0.04448398576512456
exclude:mattpocock/skills,pattern,add-consent-gate,59,1124,0.05249110320284697
exclude:mattpocock/skills,pattern,add-decision-rule,170,1124,0.1512455516014235
exclude:mattpocock/skills,pattern,add-design-principle,45,1124,0.0400355871886121
exclude:mattpocock/skills,pattern,add-eval-suite-resource,25,1124,0.02224199288256228
exclude:mattpocock/skills,pattern,add-example,47,1124,0.04181494661921708
exclude:mattpocock/skills,pattern,add-hard-constraint,164,1124,0.14590747330960854
exclude:mattpocock/skills,pattern,add-instruction-guardrail,21,1124,0.018683274021352312
exclude:mattpocock/skills,pattern,add-output-asset,12,1124,0.010676156583629894
exclude:mattpocock/skills,pattern,add-output-format-spec,63,1124,0.05604982206405694
exclude:mattpocock/skills,pattern,add-platform-specific-branch,44,1124,0.03914590747330961
exclude:mattpocock/skills,pattern,add-precondition-check,77,1124,0.06850533807829182
exclude:mattpocock/skills,pattern,add-priority-hierarchy,15,1124,0.013345195729537367
exclude:mattpocock/skills,pattern,add-procedure-step,200,1124,0.17793594306049823
exclude:mattpocock/skills,pattern,add-prompt-template-resource,42,1124,0.037366548042704624
exclude:mattpocock/skills,pattern,add-reference-doc,123,1124,0.1094306049822064
exclude:mattpocock/skills,pattern,add-review-round,86,1124,0.07651245551601424
exclude:mattpocock/skills,pattern,add-scoring-rubric,15,1124,0.013345195729537367
exclude:mattpocock/skills,pattern,add-sub-workflow,55,1124,0.04893238434163701
exclude:mattpocock/skills,pattern,add-template,20,1124,0.017793594306049824
exclude:mattpocock/skills,pattern,add-tool-config,14,1124,0.012455516014234875
exclude:mattpocock/skills,pattern,add-voice-rule,6,1124,0.005338078291814947
exclude:mattpocock/skills,pattern,change-artifact-storage,118,1124,0.10498220640569395
exclude:mattpocock/skills,pattern,fix-skill-instruction-bug,96,1124,0.08540925266903915
exclude:mattpocock/skills,pattern,integrate-external-system,136,1124,0.12099644128113879
exclude:mattpocock/skills,pattern,modify-skill-metadata,205,1124,0.18238434163701067
exclude:mattpocock/skills,pattern,personalize-defaults,36,1124,0.03202846975088968
exclude:mattpocock/skills,pattern,relax-constraint,104,1124,0.09252669039145907
exclude:mattpocock/skills,pattern,remove-auxiliary-file,65,1124,0.05782918149466192
exclude:mattpocock/skills,pattern,remove-procedure-step,62,1124,0.05516014234875445
exclude:mattpocock/skills,pattern,rename-or-reorganize-structure,94,1124,0.08362989323843416
exclude:mattpocock/skills,pattern,reorder-steps,7,1124,0.006227758007117438
exclude:mattpocock/skills,pattern,retarget-domain-stack,47,1124,0.04181494661921708
exclude:mattpocock/skills,pattern,retarget-host-tooling,130,1124,0.11565836298932385
exclude:mattpocock/skills,pattern,retarget-version-api,11,1124,0.009786476868327402
exclude:mattpocock/skills,pattern,script-add-feature,66,1124,0.05871886120996441
exclude:mattpocock/skills,pattern,script-add-input-validation,23,1124,0.020462633451957295
exclude:mattpocock/skills,pattern,script-add-safety-guard,29,1124,0.025800711743772242
exclude:mattpocock/skills,pattern,script-fix-logic-bug,41,1124,0.036476868327402136
exclude:mattpocock/skills,pattern,script-fix-platform-compat,40,1124,0.03558718861209965
exclude:mattpocock/skills,pattern,script-optimize,12,1124,0.010676156583629894
exclude:mattpocock/skills,pattern,script-refactor,32,1124,0.028469750889679714
exclude:mattpocock/skills,pattern,style-or-format-content,51,1124,0.045373665480427046
exclude:mattpocock/skills,pattern,swap-execution-model,92,1124,0.08185053380782918
exclude:mattpocock/skills,pattern,tighten-instruction-wording,45,1124,0.0400355871886121
exclude:mattpocock/skills,pattern,translate-skill-content,129,1124,0.11476868327402136
repository:obra/superpowers,family,decision,259,694,0.37319884726224783
repository:obra/superpowers,family,fix,54,694,0.07780979827089338
repository:obra/superpowers,family,guardrail,14,694,0.020172910662824207
repository:obra/superpowers,family,lifecycle,262,694,0.37752161383285304
repository:obra/superpowers,family,personalize,17,694,0.024495677233429394
repository:obra/superpowers,family,policy,239,694,0.34438040345821325
repository:obra/superpowers,family,polish,34,694,0.04899135446685879
repository:obra/superpowers,family,procedure,420,694,0.6051873198847262
repository:obra/superpowers,family,resource,120,694,0.1729106628242075
repository:obra/superpowers,family,retarget,130,694,0.1873198847262248
repository:obra/superpowers,family,script,40,694,0.05763688760806916
repository:obra/superpowers,family,spec,105,694,0.15129682997118155
repository:obra/superpowers,family,style,5,694,0.007204610951008645
repository:obra/superpowers,pattern,add-activation-criterion,39,694,0.056195965417867436
repository:obra/superpowers,pattern,add-consent-gate,57,694,0.08213256484149856
repository:obra/superpowers,pattern,add-decision-rule,155,694,0.22334293948126802
repository:obra/superpowers,pattern,add-design-principle,32,694,0.04610951008645533
repository:obra/superpowers,pattern,add-eval-suite-resource,8,694,0.011527377521613832
repository:obra/superpowers,pattern,add-example,31,694,0.0446685878962536
repository:obra/superpowers,pattern,add-hard-constraint,149,694,0.21469740634005763
repository:obra/superpowers,pattern,add-instruction-guardrail,14,694,0.020172910662824207
repository:obra/superpowers,pattern,add-output-asset,0,694,0.0
repository:obra/superpowers,pattern,add-output-format-spec,58,694,0.08357348703170028
repository:obra/superpowers,pattern,add-platform-specific-branch,38,694,0.05475504322766571
repository:obra/superpowers,pattern,add-precondition-check,75,694,0.10806916426512968
repository:obra/superpowers,pattern,add-priority-hierarchy,14,694,0.020172910662824207
repository:obra/superpowers,pattern,add-procedure-step,192,694,0.276657060518732
repository:obra/superpowers,pattern,add-prompt-template-resource,42,694,0.06051873198847262
repository:obra/superpowers,pattern,add-reference-doc,82,694,0.11815561959654179
repository:obra/superpowers,pattern,add-review-round,84,694,0.12103746397694524
repository:obra/superpowers,pattern,add-scoring-rubric,9,694,0.012968299711815562
repository:obra/superpowers,pattern,add-sub-workflow,43,694,0.06195965417867435
repository:obra/superpowers,pattern,add-template,17,694,0.024495677233429394
repository:obra/superpowers,pattern,add-tool-config,3,694,0.004322766570605188
repository:obra/superpowers,pattern,add-voice-rule,5,694,0.007204610951008645
repository:obra/superpowers,pattern,change-artifact-storage,114,694,0.1642651296829971
repository:obra/superpowers,pattern,fix-skill-instruction-bug,54,694,0.07780979827089338
repository:obra/superpowers,pattern,integrate-external-system,131,694,0.18876080691642652
repository:obra/superpowers,pattern,modify-skill-metadata,116,694,0.16714697406340057
repository:obra/superpowers,pattern,personalize-defaults,17,694,0.024495677233429394
repository:obra/superpowers,pattern,relax-constraint,99,694,0.14265129682997119
repository:obra/superpowers,pattern,remove-auxiliary-file,45,694,0.06484149855907781
repository:obra/superpowers,pattern,remove-procedure-step,57,694,0.08213256484149856
repository:obra/superpowers,pattern,rename-or-reorganize-structure,80,694,0.11527377521613832
repository:obra/superpowers,pattern,reorder-steps,6,694,0.008645533141210375
repository:obra/superpowers,pattern,retarget-domain-stack,20,694,0.02881844380403458
repository:obra/superpowers,pattern,retarget-host-tooling,112,694,0.16138328530259366
repository:obra/superpowers,pattern,retarget-version-api,1,694,0.001440922190201729
repository:obra/superpowers,pattern,script-add-feature,17,694,0.024495677233429394
repository:obra/superpowers,pattern,script-add-input-validation,2,694,0.002881844380403458
repository:obra/superpowers,pattern,script-add-safety-guard,7,694,0.010086455331412104
repository:obra/superpowers,pattern,script-fix-logic-bug,3,694,0.004322766570605188
repository:obra/superpowers,pattern,script-fix-platform-compat,13,694,0.018731988472622477
repository:obra/superpowers,pattern,script-optimize,1,694,0.001440922190201729
repository:obra/superpowers,pattern,script-refactor,8,694,0.011527377521613832
repository:obra/superpowers,pattern,style-or-format-content,34,694,0.04899135446685879
repository:obra/superpowers,pattern,swap-execution-model,92,694,0.13256484149855907
repository:obra/superpowers,pattern,tighten-instruction-wording,34,694,0.04899135446685879
repository:obra/superpowers,pattern,translate-skill-content,48,694,0.069164265129683
exclude:obra/superpowers,family,decision,26,432,0.06018518518518518
exclude:obra/superpowers,family,fix,42,432,0.09722222222222222
exclude:obra/superpowers,family,guardrail,7,432,0.016203703703703703
exclude:obra/superpowers,family,lifecycle,199,432,0.46064814814814814
exclude:obra/superpowers,family,personalize,21,432,0.04861111111111111
exclude:obra/superpowers,family,policy,30,432,0.06944444444444445
exclude:obra/superpowers,family,polish,11,432,0.02546296296296296
exclude:obra/superpowers,family,procedure,39,432,0.09027777777777778
exclude:obra/superpowers,family,resource,69,432,0.1597222222222222
exclude:obra/superpowers,family,retarget,54,432,0.125
exclude:obra/superpowers,family,script,142,432,0.3287037037037037
exclude:obra/superpowers,family,spec,28,432,0.06481481481481481
exclude:obra/superpowers,family,style,1,432,0.0023148148148148147
exclude:obra/superpowers,pattern,add-activation-criterion,11,432,0.02546296296296296
exclude:obra/superpowers,pattern,add-consent-gate,2,432,0.004629629629629629
exclude:obra/superpowers,pattern,add-decision-rule,15,432,0.034722222222222224
exclude:obra/superpowers,pattern,add-design-principle,13,432,0.03009259259259259
exclude:obra/superpowers,pattern,add-eval-suite-resource,17,432,0.03935185185185185
exclude:obra/superpowers,pattern,add-example,16,432,0.037037037037037035
exclude:obra/superpowers,pattern,add-hard-constraint,15,432,0.034722222222222224
exclude:obra/superpowers,pattern,add-instruction-guardrail,7,432,0.016203703703703703
exclude:obra/superpowers,pattern,add-output-asset,12,432,0.027777777777777776
exclude:obra/superpowers,pattern,add-output-format-spec,5,432,0.011574074074074073
exclude:obra/superpowers,pattern,add-platform-specific-branch,6,432,0.013888888888888888
exclude:obra/superpowers,pattern,add-precondition-check,2,432,0.004629629629629629
exclude:obra/superpowers,pattern,add-priority-hierarchy,1,432,0.0023148148148148147
exclude:obra/superpowers,pattern,add-procedure-step,8,432,0.018518518518518517
exclude:obra/superpowers,pattern,add-prompt-template-resource,0,432,0.0
exclude:obra/superpowers,pattern,add-reference-doc,41,432,0.09490740740740741
exclude:obra/superpowers,pattern,add-review-round,2,432,0.004629629629629629
exclude:obra/superpowers,pattern,add-scoring-rubric,6,432,0.013888888888888888
exclude:obra/superpowers,pattern,add-sub-workflow,12,432,0.027777777777777776
exclude:obra/superpowers,pattern,add-template,3,432,0.006944444444444444
exclude:obra/superpowers,pattern,add-tool-config,11,432,0.02546296296296296
exclude:obra/superpowers,pattern,add-voice-rule,1,432,0.0023148148148148147
exclude:obra/superpowers,pattern,change-artifact-storage,4,432,0.009259259259259259
exclude:obra/superpowers,pattern,fix-skill-instruction-bug,42,432,0.09722222222222222
exclude:obra/superpowers,pattern,integrate-external-system,5,432,0.011574074074074073
exclude:obra/superpowers,pattern,modify-skill-metadata,89,432,0.20601851851851852
exclude:obra/superpowers,pattern,personalize-defaults,21,432,0.04861111111111111
exclude:obra/superpowers,pattern,relax-constraint,5,432,0.011574074074074073
exclude:obra/superpowers,pattern,remove-auxiliary-file,20,432,0.046296296296296294
exclude:obra/superpowers,pattern,remove-procedure-step,5,432,0.011574074074074073
exclude:obra/superpowers,pattern,rename-or-reorganize-structure,14,432,0.032407407407407406
exclude:obra/superpowers,pattern,reorder-steps,1,432,0.0023148148148148147
exclude:obra/superpowers,pattern,retarget-domain-stack,27,432,0.0625
exclude:obra/superpowers,pattern,retarget-host-tooling,18,432,0.041666666666666664
exclude:obra/superpowers,pattern,retarget-version-api,10,432,0.023148148148148147
exclude:obra/superpowers,pattern,script-add-feature,49,432,0.11342592592592593
exclude:obra/superpowers,pattern,script-add-input-validation,21,432,0.04861111111111111
exclude:obra/superpowers,pattern,script-add-safety-guard,22,432,0.05092592592592592
exclude:obra/superpowers,pattern,script-fix-logic-bug,38,432,0.08796296296296297
exclude:obra/superpowers,pattern,script-fix-platform-compat,27,432,0.0625
exclude:obra/superpowers,pattern,script-optimize,11,432,0.02546296296296296
exclude:obra/superpowers,pattern,script-refactor,24,432,0.05555555555555555
exclude:obra/superpowers,pattern,style-or-format-content,17,432,0.03935185185185185
exclude:obra/superpowers,pattern,swap-execution-model,0,432,0.0
exclude:obra/superpowers,pattern,tighten-instruction-wording,11,432,0.02546296296296296
exclude:obra/superpowers,pattern,translate-skill-content,81,432,0.1875
repository:vercel-labs/agent-skills,family,decision,2,47,0.0425531914893617
repository:vercel-labs/agent-skills,family,fix,9,47,0.19148936170212766
repository:vercel-labs/agent-skills,family,guardrail,2,47,0.0425531914893617
repository:vercel-labs/agent-skills,family,lifecycle,23,47,0.48936170212765956
repository:vercel-labs/agent-skills,family,personalize,0,47,0.0
repository:vercel-labs/agent-skills,family,policy,2,47,0.0425531914893617
repository:vercel-labs/agent-skills,family,polish,2,47,0.0425531914893617
repository:vercel-labs/agent-skills,family,procedure,5,47,0.10638297872340426
repository:vercel-labs/agent-skills,family,resource,11,47,0.23404255319148937
repository:vercel-labs/agent-skills,family,retarget,5,47,0.10638297872340426
repository:vercel-labs/agent-skills,family,script,2,47,0.0425531914893617
repository:vercel-labs/agent-skills,family,spec,5,47,0.10638297872340426
repository:vercel-labs/agent-skills,family,style,0,47,0.0
repository:vercel-labs/agent-skills,pattern,add-activation-criterion,0,47,0.0
repository:vercel-labs/agent-skills,pattern,add-consent-gate,0,47,0.0
repository:vercel-labs/agent-skills,pattern,add-decision-rule,2,47,0.0425531914893617
repository:vercel-labs/agent-skills,pattern,add-design-principle,0,47,0.0
repository:vercel-labs/agent-skills,pattern,add-eval-suite-resource,1,47,0.02127659574468085
repository:vercel-labs/agent-skills,pattern,add-example,3,47,0.06382978723404255
repository:vercel-labs/agent-skills,pattern,add-hard-constraint,2,47,0.0425531914893617
repository:vercel-labs/agent-skills,pattern,add-instruction-guardrail,2,47,0.0425531914893617
repository:vercel-labs/agent-skills,pattern,add-output-asset,0,47,0.0
repository:vercel-labs/agent-skills,pattern,add-output-format-spec,2,47,0.0425531914893617
repository:vercel-labs/agent-skills,pattern,add-platform-specific-branch,1,47,0.02127659574468085
repository:vercel-labs/agent-skills,pattern,add-precondition-check,1,47,0.02127659574468085
repository:vercel-labs/agent-skills,pattern,add-priority-hierarchy,0,47,0.0
repository:vercel-labs/agent-skills,pattern,add-procedure-step,2,47,0.0425531914893617
repository:vercel-labs/agent-skills,pattern,add-prompt-template-resource,0,47,0.0
repository:vercel-labs/agent-skills,pattern,add-reference-doc,11,47,0.23404255319148937
repository:vercel-labs/agent-skills,pattern,add-review-round,0,47,0.0
repository:vercel-labs/agent-skills,pattern,add-scoring-rubric,0,47,0.0
repository:vercel-labs/agent-skills,pattern,add-sub-workflow,0,47,0.0
repository:vercel-labs/agent-skills,pattern,add-template,0,47,0.0
repository:vercel-labs/agent-skills,pattern,add-tool-config,0,47,0.0
repository:vercel-labs/agent-skills,pattern,add-voice-rule,0,47,0.0
repository:vercel-labs/agent-skills,pattern,change-artifact-storage,0,47,0.0
repository:vercel-labs/agent-skills,pattern,fix-skill-instruction-bug,9,47,0.19148936170212766
repository:vercel-labs/agent-skills,pattern,integrate-external-system,0,47,0.0
repository:vercel-labs/agent-skills,pattern,modify-skill-metadata,13,47,0.2765957446808511
repository:vercel-labs/agent-skills,pattern,personalize-defaults,0,47,0.0
repository:vercel-labs/agent-skills,pattern,relax-constraint,0,47,0.0
repository:vercel-labs/agent-skills,pattern,remove-auxiliary-file,7,47,0.14893617021276595
repository:vercel-labs/agent-skills,pattern,remove-procedure-step,2,47,0.0425531914893617
repository:vercel-labs/agent-skills,pattern,rename-or-reorganize-structure,2,47,0.0425531914893617
repository:vercel-labs/agent-skills,pattern,reorder-steps,1,47,0.02127659574468085
repository:vercel-labs/agent-skills,pattern,retarget-domain-stack,3,47,0.06382978723404255
repository:vercel-labs/agent-skills,pattern,retarget-host-tooling,0,47,0.0
repository:vercel-labs/agent-skills,pattern,retarget-version-api,2,47,0.0425531914893617
repository:vercel-labs/agent-skills,pattern,script-add-feature,2,47,0.0425531914893617
repository:vercel-labs/agent-skills,pattern,script-add-input-validation,0,47,0.0
repository:vercel-labs/agent-skills,pattern,script-add-safety-guard,0,47,0.0
repository:vercel-labs/agent-skills,pattern,script-fix-logic-bug,1,47,0.02127659574468085
repository:vercel-labs/agent-skills,pattern,script-fix-platform-compat,0,47,0.0
repository:vercel-labs/agent-skills,pattern,script-optimize,0,47,0.0
repository:vercel-labs/agent-skills,pattern,script-refactor,1,47,0.02127659574468085
repository:vercel-labs/agent-skills,pattern,style-or-format-content,2,47,0.0425531914893617
repository:vercel-labs/agent-skills,pattern,swap-execution-model,0,47,0.0
repository:vercel-labs/agent-skills,pattern,tighten-instruction-wording,2,47,0.0425531914893617
repository:vercel-labs/agent-skills,pattern,translate-skill-content,6,47,0.1276595744680851
exclude:vercel-labs/agent-skills,family,decision,283,1079,0.2622798887859129
exclude:vercel-labs/agent-skills,family,fix,87,1079,0.08063021316033364
exclude:vercel-labs/agent-skills,family,guardrail,19,1079,0.017608897126969416
exclude:vercel-labs/agent-skills,family,lifecycle,438,1079,0.40593141797961074
exclude:vercel-labs/agent-skills,family,personalize,38,1079,0.03521779425393883
exclude:vercel-labs/agent-skills,family,policy,267,1079,0.247451343836886
exclude:vercel-labs/agent-skills,family,polish,43,1079,0.03985171455050973
exclude:vercel-labs/agent-skills,family,procedure,454,1079,0.42075996292863765
exclude:vercel-labs/agent-skills,family,resource,178,1079,0.164967562557924
exclude:vercel-labs/agent-skills,family,retarget,179,1079,0.16589434661723818
exclude:vercel-labs/agent-skills,family,script,180,1079,0.16682113067655235
exclude:vercel-labs/agent-skills,family,spec,128,1079,0.11862835959221502
exclude:vercel-labs/agent-skills,family,style,6,1079,0.005560704355885079
exclude:vercel-labs/agent-skills,pattern,add-activation-criterion,50,1079,0.04633920296570899
exclude:vercel-labs/agent-skills,pattern,add-consent-gate,59,1079,0.05468025949953661
exclude:vercel-labs/agent-skills,pattern,add-decision-rule,168,1079,0.1556997219647822
exclude:vercel-labs/agent-skills,pattern,add-design-principle,45,1079,0.04170528266913809
exclude:vercel-labs/agent-skills,pattern,add-eval-suite-resource,24,1079,0.022242817423540315
exclude:vercel-labs/agent-skills,pattern,add-example,44,1079,0.04077849860982391
exclude:vercel-labs/agent-skills,pattern,add-hard-constraint,162,1079,0.15013901760889714
exclude:vercel-labs/agent-skills,pattern,add-instruction-guardrail,19,1079,0.017608897126969416
exclude:vercel-labs/agent-skills,pattern,add-output-asset,12,1079,0.011121408711770158
exclude:vercel-labs/agent-skills,pattern,add-output-format-spec,61,1079,0.056533827618164965
exclude:vercel-labs/agent-skills,pattern,add-platform-specific-branch,43,1079,0.03985171455050973
exclude:vercel-labs/agent-skills,pattern,add-precondition-check,76,1079,0.07043558850787766
exclude:vercel-labs/agent-skills,pattern,add-priority-hierarchy,15,1079,0.013901760889712697
exclude:vercel-labs/agent-skills,pattern,add-procedure-step,198,1079,0.1835032437442076
exclude:vercel-labs/agent-skills,pattern,add-prompt-template-resource,42,1079,0.03892493049119555
exclude:vercel-labs/agent-skills,pattern,add-reference-doc,112,1079,0.10379981464318813
exclude:vercel-labs/agent-skills,pattern,add-review-round,86,1079,0.07970342910101946
exclude:vercel-labs/agent-skills,pattern,add-scoring-rubric,15,1079,0.013901760889712697
exclude:vercel-labs/agent-skills,pattern,add-sub-workflow,55,1079,0.05097312326227989
exclude:vercel-labs/agent-skills,pattern,add-template,20,1079,0.018535681186283594
exclude:vercel-labs/agent-skills,pattern,add-tool-config,14,1079,0.012974976830398516
exclude:vercel-labs/agent-skills,pattern,add-voice-rule,6,1079,0.005560704355885079
