group,family_a,family_b,count,n,prevalence,lift
single_skill,polish,retarget,2,460,0.004347826086956522,0.983957219251337
single_skill,polish,script,2,460,0.004347826086956522,0.42612320518758684
single_skill,polish,spec,1,460,0.002173913043478261,0.5637254901960784
single_skill,polish,style,0,460,0.0,0.0
single_skill,procedure,resource,10,460,0.021739130434782608,0.5380746286115335
single_skill,procedure,retarget,7,460,0.015217391304347827,0.5684024713150927
single_skill,procedure,script,14,460,0.030434782608695653,0.49231710113905663
single_skill,procedure,spec,15,460,0.03260869565217391,1.395631067961165
single_skill,procedure,style,0,460,0.0,0.0
single_skill,resource,retarget,24,460,0.05217391304347826,2.4184008762322016
single_skill,resource,script,18,460,0.0391304347826087,0.7855042216108529
single_skill,resource,spec,6,460,0.013043478260869565,0.6927710843373494
single_skill,resource,style,0,460,0.0,0.0
single_skill,retarget,script,6,460,0.013043478260869565,0.39513242662848963
single_skill,retarget,spec,3,460,0.006521739130434782,0.5227272727272727
single_skill,retarget,style,0,460,0.0,0.0
single_skill,script,spec,1,460,0.002173913043478261,0.07545931758530183
single_skill,script,style,0,460,0.0,0.0
single_skill,spec,style,0,460,0.0,0.0
single_retained_commit,decision,fix,7,423,0.016548463356973995,0.8373868778280543
single_retained_commit,decision,guardrail,2,423,0.004728132387706856,1.7773109243697478
single_retained_commit,decision,lifecycle,15,423,0.03546099290780142,0.7068850267379679
single_retained_commit,decision,personalize,2,423,0.004728132387706856,0.8886554621848739
single_retained_commit,decision,policy,25,423,0.0591016548463357,2.190347970173985
single_retained_commit,decision,polish,4,423,0.009456264775413711,1.036764705882353
single_retained_commit,decision,procedure,40,423,0.09456264775413711,2.2620320855614975
single_retained_commit,decision,resource,13,423,0.030732860520094562,1.4703208556149732
single_retained_commit,decision,retarget,7,423,0.016548463356973995,0.9264705882352942
single_retained_commit,decision,script,4,423,0.009456264775413711,0.2927335640138408
single_retained_commit,decision,spec,7,423,0.016548463356973995,1.1165158371040724
single_retained_commit,decision,style,0,423,0.0,0.0
single_retained_commit,fix,guardrail,0,423,0.0,0.0
single_retained_commit,fix,lifecycle,3,423,0.0070921985815602835,0.18487762237762237
single_retained_commit,fix,personalize,1,423,0.002364066193853428,0.5810439560439561
single_retained_commit,fix,policy,3,423,0.0070921985815602835,0.34371614301191766
single_retained_commit,fix,polish,2,423,0.004728132387706856,0.6778846153846154
single_retained_commit,fix,procedure,9,423,0.02127659574468085,0.6655594405594406
single_retained_commit,fix,resource,3,423,0.0070921985815602835,0.4437062937062937
single_retained_commit,fix,retarget,2,423,0.004728132387706856,0.34615384615384615
single_retained_commit,fix,script,8,423,0.018912529550827423,0.7656108597285067
single_retained_commit,fix,spec,4,423,0.009456264775413711,0.834319526627219
single_retained_commit,fix,style,0,423,0.0,0.0
single_retained_commit,guardrail,lifecycle,3,423,0.0070921985815602835,1.3733766233766234
single_retained_commit,guardrail,personalize,1,423,0.002364066193853428,4.316326530612245
single_retained_commit,guardrail,policy,4,423,0.009456264775413711,3.404426559356137
single_retained_commit,guardrail,polish,0,423,0.0,0.0
single_retained_commit,guardrail,procedure,2,423,0.004728132387706856,1.0987012987012987
single_retained_commit,guardrail,resource,1,423,0.002364066193853428,1.0987012987012987
single_retained_commit,guardrail,retarget,0,423,0.0,0.0
single_retained_commit,guardrail,script,1,423,0.002364066193853428,0.7109243697478992
single_retained_commit,guardrail,spec,2,423,0.004728132387706856,3.098901098901099
single_retained_commit,guardrail,style,0,423,0.0,0.0
single_retained_commit,lifecycle,personalize,5,423,0.01182033096926714,1.1444805194805194
single_retained_commit,lifecycle,policy,16,423,0.037825059101654845,0.7221510883482715
single_retained_commit,lifecycle,polish,6,423,0.014184397163120567,0.8011363636363636
single_retained_commit,lifecycle,procedure,17,423,0.04018912529550828,0.4952479338842975
single_retained_commit,lifecycle,resource,9,423,0.02127659574468085,0.5243801652892562
single_retained_commit,lifecycle,retarget,18,423,0.0425531914893617,1.2272727272727273
single_retained_commit,lifecycle,script,5,423,0.01182033096926714,0.18850267379679145
single_retained_commit,lifecycle,spec,7,423,0.016548463356973995,0.5751748251748252
single_retained_commit,lifecycle,style,1,423,0.002364066193853428,1.6022727272727273
single_retained_commit,personalize,policy,4,423,0.009456264775413711,1.7022132796780685
single_retained_commit,personalize,polish,0,423,0.0,0.0
single_retained_commit,personalize,procedure,5,423,0.01182033096926714,1.3733766233766234
single_retained_commit,personalize,resource,0,423,0.0,0.0
single_retained_commit,personalize,retarget,1,423,0.002364066193853428,0.6428571428571429
single_retained_commit,personalize,script,1,423,0.002364066193853428,0.3554621848739496
single_retained_commit,personalize,spec,1,423,0.002364066193853428,0.7747252747252747
single_retained_commit,personalize,style,1,423,0.002364066193853428,15.107142857142858
single_retained_commit,policy,polish,4,423,0.009456264775413711,0.9929577464788732
single_retained_commit,policy,procedure,34,423,0.08037825059101655,1.8414852752880921
single_retained_commit,policy,resource,13,423,0.030732860520094562,1.4081946222791293
single_retained_commit,policy,retarget,11,423,0.026004728132387706,1.3943661971830985
single_retained_commit,policy,script,6,423,0.014184397163120567,0.4205468102734051
single_retained_commit,policy,spec,13,423,0.030732860520094562,1.9859154929577465
single_retained_commit,policy,style,0,423,0.0,0.0
single_retained_commit,polish,procedure,7,423,0.016548463356973995,1.121590909090909
single_retained_commit,polish,resource,5,423,0.01182033096926714,1.6022727272727273
single_retained_commit,polish,retarget,1,423,0.002364066193853428,0.375
single_retained_commit,polish,script,2,423,0.004728132387706856,0.4147058823529412
single_retained_commit,polish,spec,1,423,0.002364066193853428,0.4519230769230769
single_retained_commit,polish,style,0,423,0.0,0.0
single_retained_commit,procedure,resource,17,423,0.04018912529550828,1.188595041322314
single_retained_commit,procedure,retarget,15,423,0.03546099290780142,1.2272727272727273
single_retained_commit,procedure,script,7,423,0.016548463356973995,0.31668449197860965
single_retained_commit,procedure,spec,13,423,0.030732860520094562,1.2818181818181817
single_retained_commit,procedure,style,0,423,0.0,0.0
single_retained_commit,resource,retarget,12,423,0.028368794326241134,1.9636363636363636
single_retained_commit,resource,script,10,423,0.02364066193853428,0.9048128342245989
single_retained_commit,resource,spec,3,423,0.0070921985815602835,0.5916083916083916
single_retained_commit,resource,style,0,423,0.0,0.0
single_retained_commit,retarget,script,7,423,0.016548463356973995,0.7411764705882353
single_retained_commit,retarget,spec,1,423,0.002364066193853428,0.23076923076923078
single_retained_commit,retarget,style,0,423,0.0,0.0
single_retained_commit,script,spec,2,423,0.004728132387706856,0.25520361990950224
single_retained_commit,script,style,0,423,0.0,0.0
single_retained_commit,spec,style,0,423,0.0,0.0
single_skill_and_retained_commit,decision,fix,5,253,0.019762845849802372,1.0411522633744856
single_skill_and_retained_commit,decision,guardrail,0,253,0.0,0.0
single_skill_and_retained_commit,decision,lifecycle,4,253,0.015810276679841896,1.013013013013013
single_skill_and_retained_commit,decision,personalize,0,253,0.0,0.0
single_skill_and_retained_commit,decision,policy,4,253,0.015810276679841896,1.10239651416122
single_skill_and_retained_commit,decision,polish,0,253,0.0,0.0
single_skill_and_retained_commit,decision,procedure,10,253,0.039525691699604744,2.1296296296296298
single_skill_and_retained_commit,decision,resource,2,253,0.007905138339920948,0.5679012345679012
single_skill_and_retained_commit,decision,retarget,0,253,0.0,0.0
single_skill_and_retained_commit,decision,script,1,253,0.003952569169960474,0.12662662662662663
single_skill_and_retained_commit,decision,spec,4,253,0.015810276679841896,1.2924648786717752
single_skill_and_retained_commit,decision,style,0,253,0.0,0.0
single_skill_and_retained_commit,fix,guardrail,0,253,0.0,0.0
single_skill_and_retained_commit,fix,lifecycle,1,253,0.003952569169960474,0.15195195195195196
single_skill_and_retained_commit,fix,personalize,0,253,0.0,0.0
single_skill_and_retained_commit,fix,policy,2,253,0.007905138339920948,0.330718954248366
single_skill_and_retained_commit,fix,polish,0,253,0.0,0.0
single_skill_and_retained_commit,fix,procedure,6,253,0.023715415019762844,0.7666666666666667
single_skill_and_retained_commit,fix,resource,1,253,0.003952569169960474,0.17037037037037037
single_skill_and_retained_commit,fix,retarget,1,253,0.003952569169960474,0.330718954248366
single_skill_and_retained_commit,fix,script,7,253,0.02766798418972332,0.5318318318318318
single_skill_and_retained_commit,fix,spec,2,253,0.007905138339920948,0.38773946360153255
single_skill_and_retained_commit,fix,style,0,253,0.0,0.0
single_skill_and_retained_commit,guardrail,lifecycle,2,253,0.007905138339920948,3.418918918918919
single_skill_and_retained_commit,guardrail,personalize,0,253,0.0,0.0
single_skill_and_retained_commit,guardrail,policy,2,253,0.007905138339920948,3.7205882352941178
single_skill_and_retained_commit,guardrail,polish,0,253,0.0,0.0
single_skill_and_retained_commit,guardrail,procedure,0,253,0.0,0.0
single_skill_and_retained_commit,guardrail,resource,1,253,0.003952569169960474,1.9166666666666667
single_skill_and_retained_commit,guardrail,retarget,0,253,0.0,0.0
single_skill_and_retained_commit,guardrail,script,1,253,0.003952569169960474,0.8547297297297297
single_skill_and_retained_commit,guardrail,spec,1,253,0.003952569169960474,2.1810344827586206
single_skill_and_retained_commit,guardrail,style,0,253,0.0,0.0
single_skill_and_retained_commit,lifecycle,personalize,2,253,0.007905138339920948,1.7094594594594594
single_skill_and_retained_commit,lifecycle,policy,4,253,0.015810276679841896,0.8044515103338633
single_skill_and_retained_commit,lifecycle,polish,1,253,0.003952569169960474,0.6216216216216216
single_skill_and_retained_commit,lifecycle,procedure,2,253,0.007905138339920948,0.3108108108108108
single_skill_and_retained_commit,lifecycle,resource,5,253,0.019762845849802372,1.0360360360360361
single_skill_and_retained_commit,lifecycle,retarget,4,253,0.015810276679841896,1.6089030206677266
single_skill_and_retained_commit,lifecycle,script,2,253,0.007905138339920948,0.1848064280496713
single_skill_and_retained_commit,lifecycle,spec,4,253,0.015810276679841896,0.9431500465983225
single_skill_and_retained_commit,lifecycle,style,1,253,0.003952569169960474,6.837837837837838
single_skill_and_retained_commit,personalize,policy,2,253,0.007905138339920948,1.8602941176470589
single_skill_and_retained_commit,personalize,polish,0,253,0.0,0.0
single_skill_and_retained_commit,personalize,procedure,0,253,0.0,0.0
single_skill_and_retained_commit,personalize,resource,0,253,0.0,0.0
single_skill_and_retained_commit,personalize,retarget,0,253,0.0,0.0
single_skill_and_retained_commit,personalize,script,1,253,0.003952569169960474,0.42736486486486486
single_skill_and_retained_commit,personalize,spec,1,253,0.003952569169960474,1.0905172413793103
single_skill_and_retained_commit,personalize,style,1,253,0.003952569169960474,31.625
single_skill_and_retained_commit,policy,polish,0,253,0.0,0.0
single_skill_and_retained_commit,policy,procedure,8,253,0.03162055335968379,1.3529411764705883
single_skill_and_retained_commit,policy,resource,3,253,0.011857707509881422,0.6764705882352942
single_skill_and_retained_commit,policy,retarget,2,253,0.007905138339920948,0.8754325259515571
single_skill_and_retained_commit,policy,script,2,253,0.007905138339920948,0.20111287758346583
single_skill_and_retained_commit,policy,spec,9,253,0.03557312252964427,2.3093306288032456
single_skill_and_retained_commit,policy,style,0,253,0.0,0.0
single_skill_and_retained_commit,polish,procedure,0,253,0.0,0.0
single_skill_and_retained_commit,polish,resource,4,253,0.015810276679841896,2.787878787878788
single_skill_and_retained_commit,polish,retarget,0,253,0.0,0.0
single_skill_and_retained_commit,polish,script,1,253,0.003952569169960474,0.3108108108108108
single_skill_and_retained_commit,polish,spec,0,253,0.0,0.0
single_skill_and_retained_commit,polish,style,0,253,0.0,0.0
single_skill_and_retained_commit,procedure,resource,2,253,0.007905138339920948,0.3484848484848485
single_skill_and_retained_commit,procedure,retarget,2,253,0.007905138339920948,0.6764705882352942
single_skill_and_retained_commit,procedure,script,2,253,0.007905138339920948,0.1554054054054054
single_skill_and_retained_commit,procedure,spec,8,253,0.03162055335968379,1.5862068965517242
single_skill_and_retained_commit,procedure,style,0,253,0.0,0.0
single_skill_and_retained_commit,resource,retarget,5,253,0.019762845849802372,2.2549019607843137
single_skill_and_retained_commit,resource,script,7,253,0.02766798418972332,0.7252252252252253
single_skill_and_retained_commit,resource,spec,1,253,0.003952569169960474,0.26436781609195403
single_skill_and_retained_commit,resource,style,0,253,0.0,0.0
single_skill_and_retained_commit,retarget,script,2,253,0.007905138339920948,0.40222575516693165
single_skill_and_retained_commit,retarget,spec,0,253,0.0,0.0
single_skill_and_retained_commit,retarget,style,0,253,0.0,0.0
single_skill_and_retained_commit,script,spec,0,253,0.0,0.0
single_skill_and_retained_commit,script,style,0,253,0.0,0.0
single_skill_and_retained_commit,spec,style,0,253,0.0,0.0
