group,family_a,family_b,count,n,prevalence,lift
exclude:affaan-m/everything-claude-code,guardrail,polish,0,971,0.0,0.0
exclude:affaan-m/everything-claude-code,guardrail,procedure,11,971,0.01132852729145211,1.21375
exclude:affaan-m/everything-claude-code,guardrail,resource,5,971,0.005149330587023687,1.341160220994475
exclude:affaan-m/everything-claude-code,guardrail,retarget,0,971,0.0,0.0
exclude:affaan-m/everything-claude-code,guardrail,script,4,971,0.004119464469618949,1.3871428571428572
exclude:affaan-m/everything-claude-code,guardrail,spec,5,971,0.005149330587023687,2.0229166666666667
exclude:affaan-m/everything-claude-code,guardrail,style,1,971,0.0010298661174047373,8.091666666666667
exclude:affaan-m/everything-claude-code,lifecycle,personalize,11,971,0.01132852729145211,1.0199579831932772
exclude:affaan-m/everything-claude-code,lifecycle,policy,101,971,0.10401647785787847,1.0046817054930646
exclude:affaan-m/everything-claude-code,lifecycle,polish,15,971,0.015447991761071062,0.9056709364506902
exclude:affaan-m/everything-claude-code,lifecycle,procedure,147,971,0.1513903192584964,0.8673857559552747
exclude:affaan-m/everything-claude-code,lifecycle,resource,59,971,0.0607621009268795,0.8462936153868881
exclude:affaan-m/everything-claude-code,lifecycle,retarget,63,971,0.06488156539649846,1.0621050072921732
exclude:affaan-m/everything-claude-code,lifecycle,script,24,971,0.024716786817713696,0.4450725744843392
exclude:affaan-m/everything-claude-code,lifecycle,spec,35,971,0.03604531410916581,0.7572415329768271
exclude:affaan-m/everything-claude-code,lifecycle,style,3,971,0.003089598352214212,1.2981283422459893
exclude:affaan-m/everything-claude-code,personalize,policy,11,971,0.01132852729145211,1.4615489874110563
exclude:affaan-m/everything-claude-code,personalize,polish,0,971,0.0,0.0
exclude:affaan-m/everything-claude-code,personalize,procedure,11,971,0.01132852729145211,0.8669642857142857
exclude:affaan-m/everything-claude-code,personalize,resource,1,971,0.0010298661174047373,0.19159431728492501
exclude:affaan-m/everything-claude-code,personalize,retarget,4,971,0.004119464469618949,0.9007421150278293
exclude:affaan-m/everything-claude-code,personalize,script,2,971,0.0020597322348094747,0.4954081632653061
exclude:affaan-m/everything-claude-code,personalize,spec,3,971,0.003089598352214212,0.8669642857142857
exclude:affaan-m/everything-claude-code,personalize,style,1,971,0.0010298661174047373,5.779761904761905
exclude:affaan-m/everything-claude-code,policy,polish,12,971,0.012358393408856848,1.0382250735097567
exclude:affaan-m/everything-claude-code,policy,procedure,184,971,0.18949536560247168,1.5557645419714385
exclude:affaan-m/everything-claude-code,policy,resource,54,971,0.055612770339855816,1.1099257001333587
exclude:affaan-m/everything-claude-code,policy,retarget,40,971,0.0411946446961895,0.9663133801064836
exclude:affaan-m/everything-claude-code,policy,script,14,971,0.014418125643666324,0.37203065134099617
exclude:affaan-m/everything-claude-code,policy,spec,45,971,0.046343975283213185,1.3951149425287357
exclude:affaan-m/everything-claude-code,policy,style,1,971,0.0010298661174047373,0.620051085568327
exclude:affaan-m/everything-claude-code,polish,procedure,17,971,0.017507723995880537,0.8724630021141649
exclude:affaan-m/everything-claude-code,polish,resource,10,971,0.010298661174047374,1.2475909032506745
exclude:affaan-m/everything-claude-code,polish,retarget,6,971,0.006179196704428424,0.8797946239806705
exclude:affaan-m/everything-claude-code,polish,script,3,971,0.003089598352214212,0.48388704318936876
exclude:affaan-m/everything-claude-code,polish,spec,5,971,0.005149330587023687,0.9408914728682171
exclude:affaan-m/everything-claude-code,polish,style,0,971,0.0,0.0
exclude:affaan-m/everything-claude-code,procedure,resource,82,971,0.08444902162718847,0.9997739829231542
exclude:affaan-m/everything-claude-code,procedure,retarget,72,971,0.07415036045314109,1.0317591499409682
exclude:affaan-m/everything-claude-code,procedure,script,26,971,0.026776519052523172,0.40983766233766233
exclude:affaan-m/everything-claude-code,procedure,spec,83,971,0.0854788877445932,1.5263825757575757
exclude:affaan-m/everything-claude-code,procedure,style,3,971,0.003089598352214212,1.103409090909091
exclude:affaan-m/everything-claude-code,resource,retarget,60,971,0.061791967044284246,2.0901198249264548
exclude:affaan-m/everything-claude-code,resource,script,33,971,0.03398558187435633,1.264522494080505
exclude:affaan-m/everything-claude-code,resource,spec,24,971,0.024716786817713696,1.07292817679558
exclude:affaan-m/everything-claude-code,resource,style,1,971,0.0010298661174047373,0.8941068139963168
exclude:affaan-m/everything-claude-code,retarget,script,16,971,0.016477857878475798,0.7205936920222634
exclude:affaan-m/everything-claude-code,retarget,spec,9,971,0.009268795056642637,0.4728896103896104
exclude:affaan-m/everything-claude-code,retarget,style,0,971,0.0,0.0
exclude:affaan-m/everything-claude-code,script,spec,6,971,0.006179196704428424,0.3467857142857143
exclude:affaan-m/everything-claude-code,script,style,0,971,0.0,0.0
exclude:affaan-m/everything-claude-code,spec,style,0,971,0.0,0.0
repository:anthropics/skills,decision,fix,0,204,0.0,0.0
repository:anthropics/skills,decision,guardrail,0,204,0.0,0.0
repository:anthropics/skills,decision,lifecycle,5,204,0.024509803921568627,1.6776315789473684
repository:anthropics/skills,decision,personalize,0,204,0.0,0.0
repository:anthropics/skills,decision,policy,3,204,0.014705882352941176,4.026315789473684
repository:anthropics/skills,decision,polish,0,204,0.0,0.0
repository:anthropics/skills,decision,procedure,1,204,0.004901960784313725,1.8214285714285714
repository:anthropics/skills,decision,resource,4,204,0.0196078431372549,2.1702127659574466
repository:anthropics/skills,decision,retarget,2,204,0.00980392156862745,3.0
repository:anthropics/skills,decision,script,3,204,0.014705882352941176,0.8315217391304348
repository:anthropics/skills,decision,spec,0,204,0.0,0.0
repository:anthropics/skills,decision,style,0,204,0.0,0.0
repository:anthropics/skills,fix,guardrail,0,204,0.0,0.0
repository:anthropics/skills,fix,lifecycle,2,204,0.00980392156862745,0.28254847645429365
repository:anthropics/skills,fix,personalize,0,204,0.0,0.0
repository:anthropics/skills,fix,policy,2,204,0.00980392156862745,1.1301939058171746
repository:anthropics/skills,fix,polish,0,204,0.0,0.0
repository:anthropics/skills,fix,procedure,2,204,0.00980392156862745,1.5338345864661653
repository:anthropics/skills,fix,resource,1,204,0.004901960784313725,0.2284434490481523
repository:anthropics/skills,fix,retarget,0,204,0.0,0.0
repository:anthropics/skills,fix,script,7,204,0.03431372549019608,0.816933638443936
repository:anthropics/skills,fix,spec,0,204,0.0,0.0
repository:anthropics/skills,fix,style,0,204,0.0,0.0
repository:anthropics/skills,guardrail,lifecycle,0,204,0.0,0.0
repository:anthropics/skills,guardrail,personalize,0,204,0.0,0.0
repository:anthropics/skills,guardrail,policy,2,204,0.00980392156862745,5.368421052631579
repository:anthropics/skills,guardrail,polish,0,204,0.0,0.0
repository:anthropics/skills,guardrail,procedure,1,204,0.004901960784313725,3.642857142857143
repository:anthropics/skills,guardrail,resource,0,204,0.0,0.0
repository:anthropics/skills,guardrail,retarget,0,204,0.0,0.0
repository:anthropics/skills,guardrail,script,3,204,0.014705882352941176,1.6630434782608696
repository:anthropics/skills,guardrail,spec,1,204,0.004901960784313725,5.666666666666667
repository:anthropics/skills,guardrail,style,0,204,0.0,0.0
repository:anthropics/skills,lifecycle,personalize,4,204,0.0196078431372549,1.5338345864661653
repository:anthropics/skills,lifecycle,policy,4,204,0.0196078431372549,0.5650969529085873
repository:anthropics/skills,lifecycle,polish,2,204,0.00980392156862745,0.8947368421052632
repository:anthropics/skills,lifecycle,procedure,4,204,0.0196078431372549,0.7669172932330827
repository:anthropics/skills,lifecycle,resource,12,204,0.058823529411764705,0.6853303471444568
repository:anthropics/skills,lifecycle,retarget,9,204,0.04411764705882353,1.4210526315789473
repository:anthropics/skills,lifecycle,script,11,204,0.05392156862745098,0.3209382151029748
repository:anthropics/skills,lifecycle,spec,1,204,0.004901960784313725,0.2982456140350877
repository:anthropics/skills,lifecycle,style,1,204,0.004901960784313725,2.6842105263157894
repository:anthropics/skills,personalize,policy,1,204,0.004901960784313725,1.5338345864661653
repository:anthropics/skills,personalize,polish,0,204,0.0,0.0
repository:anthropics/skills,personalize,procedure,0,204,0.0,0.0
repository:anthropics/skills,personalize,resource,1,204,0.004901960784313725,0.6200607902735562
repository:anthropics/skills,personalize,retarget,1,204,0.004901960784313725,1.7142857142857142
repository:anthropics/skills,personalize,script,1,204,0.004901960784313725,0.3167701863354037
repository:anthropics/skills,personalize,spec,1,204,0.004901960784313725,3.238095238095238
repository:anthropics/skills,personalize,style,1,204,0.004901960784313725,29.142857142857142
repository:anthropics/skills,policy,polish,0,204,0.0,0.0
repository:anthropics/skills,policy,procedure,3,204,0.014705882352941176,2.300751879699248
repository:anthropics/skills,policy,resource,10,204,0.049019607843137254,2.284434490481523
repository:anthropics/skills,policy,retarget,2,204,0.00980392156862745,1.263157894736842
repository:anthropics/skills,policy,script,5,204,0.024509803921568627,0.5835240274599542
repository:anthropics/skills,policy,spec,3,204,0.014705882352941176,3.5789473684210527
repository:anthropics/skills,policy,style,0,204,0.0,0.0
repository:anthropics/skills,polish,procedure,0,204,0.0,0.0
repository:anthropics/skills,polish,resource,4,204,0.0196078431372549,2.893617021276596
repository:anthropics/skills,polish,retarget,0,204,0.0,0.0
repository:anthropics/skills,polish,script,2,204,0.00980392156862745,0.7391304347826086
repository:anthropics/skills,polish,spec,0,204,0.0,0.0
repository:anthropics/skills,polish,style,0,204,0.0,0.0
repository:anthropics/skills,procedure,resource,7,204,0.03431372549019608,2.1702127659574466
repository:anthropics/skills,procedure,retarget,2,204,0.00980392156862745,1.7142857142857142
repository:anthropics/skills,procedure,script,7,204,0.03431372549019608,1.108695652173913
repository:anthropics/skills,procedure,spec,1,204,0.004901960784313725,1.619047619047619
repository:anthropics/skills,procedure,style,0,204,0.0,0.0
repository:anthropics/skills,resource,retarget,7,204,0.03431372549019608,1.7872340425531914
repository:anthropics/skills,resource,script,18,204,0.08823529411764706,0.849213691026827
repository:anthropics/skills,resource,spec,4,204,0.0196078431372549,1.929078014184397
repository:anthropics/skills,resource,style,0,204,0.0,0.0
repository:anthropics/skills,retarget,script,7,204,0.03431372549019608,0.9130434782608695
repository:anthropics/skills,retarget,spec,1,204,0.004901960784313725,1.3333333333333333
repository:anthropics/skills,retarget,style,0,204,0.0,0.0
repository:anthropics/skills,script,spec,2,204,0.00980392156862745,0.4927536231884058
repository:anthropics/skills,script,style,0,204,0.0,0.0
repository:anthropics/skills,spec,style,0,204,0.0,0.0
exclude:anthropics/skills,decision,fix,13,922,0.014099783080260303,0.5619578976979699
exclude:anthropics/skills,decision,guardrail,7,922,0.007592190889370932,1.3705669993629221
exclude:anthropics/skills,decision,lifecycle,107,922,0.11605206073752712,0.9250691546720428
exclude:anthropics/skills,decision,personalize,11,922,0.01193058568329718,1.181087690695237
exclude:anthropics/skills,decision,policy,131,922,0.1420824295010846,1.74414440433213
exclude:anthropics/skills,decision,polish,11,922,0.01193058568329718,0.9388132926039063
exclude:anthropics/skills,decision,procedure,210,922,0.227765726681128,1.5707621790451467
exclude:anthropics/skills,decision,resource,47,922,0.0509761388286334,1.1016931916408197
exclude:anthropics/skills,decision,retarget,39,922,0.04229934924078091,0.7773190081930003
exclude:anthropics/skills,decision,script,9,922,0.009761388286334056,0.3328519855595668
exclude:anthropics/skills,decision,spec,62,922,0.06724511930585683,1.6642599277978338
exclude:anthropics/skills,decision,style,2,922,0.0021691973969631237,1.3314079422382672
exclude:anthropics/skills,fix,guardrail,1,922,0.0010845986984815619,0.7043544690603514
exclude:anthropics/skills,fix,lifecycle,14,922,0.015184381778741865,0.4354191263282172
exclude:anthropics/skills,fix,personalize,3,922,0.0032537960954446853,1.158776707163804
exclude:anthropics/skills,fix,policy,11,922,0.01193058568329718,0.5268571428571428
exclude:anthropics/skills,fix,polish,5,922,0.005422993492407809,1.535131535131535
exclude:anthropics/skills,fix,procedure,21,922,0.0227765726681128,0.5650663942798774
exclude:anthropics/skills,fix,resource,6,922,0.006507592190889371,0.5059447594658862
exclude:anthropics/skills,fix,retarget,5,922,0.005422993492407809,0.35850377167742437
exclude:anthropics/skills,fix,script,9,922,0.009761388286334056,1.1974025974025975
exclude:anthropics/skills,fix,spec,10,922,0.010845986984815618,0.9656472559698366
exclude:anthropics/skills,fix,style,0,922,0.0,0.0
exclude:anthropics/skills,guardrail,lifecycle,5,922,0.005422993492407809,0.7043544690603514
exclude:anthropics/skills,guardrail,personalize,2,922,0.0021691973969631237,3.4990512333965844
exclude:anthropics/skills,guardrail,policy,11,922,0.01193058568329718,2.3863529411764706
exclude:anthropics/skills,guardrail,polish,0,922,0.0,0.0
exclude:anthropics/skills,guardrail,procedure,10,922,0.010845986984815618,1.2187706543291474
exclude:anthropics/skills,guardrail,resource,5,922,0.005422993492407809,1.9096934548467275
exclude:anthropics/skills,guardrail,retarget,0,922,0.0,0.0
exclude:anthropics/skills,guardrail,script,1,922,0.0010845986984815619,0.6026143790849673
exclude:anthropics/skills,guardrail,spec,4,922,0.004338394793926247,1.7495256166982922
exclude:anthropics/skills,guardrail,style,1,922,0.0010845986984815619,10.847058823529412
exclude:anthropics/skills,lifecycle,personalize,14,922,0.015184381778741865,1.081524926686217
exclude:anthropics/skills,lifecycle,policy,103,922,0.11171366594360087,0.9866597402597402
exclude:anthropics/skills,lifecycle,polish,15,922,0.016268980477223426,0.9210789210789211
exclude:anthropics/skills,lifecycle,procedure,151,922,0.16377440347071584,0.812619290821538
exclude:anthropics/skills,lifecycle,resource,50,922,0.05422993492407809,0.8432412657764771
exclude:anthropics/skills,lifecycle,retarget,77,922,0.08351409978308026,1.1041916167664672
exclude:anthropics/skills,lifecycle,script,19,922,0.020607375271149676,0.5055699855699856
exclude:anthropics/skills,lifecycle,spec,41,922,0.044468546637744036,0.791830749895266
exclude:anthropics/skills,lifecycle,style,2,922,0.0021691973969631237,0.957922077922078
exclude:anthropics/skills,personalize,policy,11,922,0.01193058568329718,1.3086451612903225
exclude:anthropics/skills,personalize,polish,0,922,0.0,0.0
exclude:anthropics/skills,personalize,procedure,15,922,0.016268980477223426,1.002537151141718
exclude:anthropics/skills,personalize,resource,1,922,0.0010845986984815619,0.20945024988641528
exclude:anthropics/skills,personalize,retarget,6,922,0.006507592190889371,1.0685725323546456
exclude:anthropics/skills,personalize,script,3,922,0.0032537960954446853,0.9913978494623656
exclude:anthropics/skills,personalize,spec,3,922,0.0032537960954446853,0.7195629552549427
exclude:anthropics/skills,personalize,style,0,922,0.0,0.0
exclude:anthropics/skills,policy,polish,12,922,0.013015184381778741,1.1347692307692308
exclude:anthropics/skills,policy,procedure,182,922,0.19739696312364424,1.5083505617977528
exclude:anthropics/skills,policy,resource,44,922,0.04772234273318872,1.1427605633802818
exclude:anthropics/skills,policy,retarget,39,922,0.04229934924078091,0.8612694610778443
exclude:anthropics/skills,policy,script,9,922,0.009761388286334056,0.3688
exclude:anthropics/skills,policy,spec,45,922,0.04880694143167028,1.3383870967741935
exclude:anthropics/skills,policy,style,1,922,0.0010845986984815619,0.7376
exclude:anthropics/skills,polish,procedure,17,922,0.01843817787418655,0.9031403053874963
exclude:anthropics/skills,polish,resource,6,922,0.006507592190889371,0.9989165763813651
exclude:anthropics/skills,polish,retarget,7,922,0.007592190889370932,0.9909411945340089
exclude:anthropics/skills,polish,script,1,922,0.0010845986984815619,0.26267806267806265
exclude:anthropics/skills,polish,spec,6,922,0.006507592190889371,1.1439205955334988
exclude:anthropics/skills,polish,style,0,922,0.0,0.0
exclude:anthropics/skills,procedure,resource,77,922,0.08351409978308026,1.1235005538851084
exclude:anthropics/skills,procedure,retarget,73,922,0.07917570498915401,0.905685258696091
exclude:anthropics/skills,procedure,script,25,922,0.027114967462039046,0.5755305867665418
exclude:anthropics/skills,procedure,spec,83,922,0.09002169197396963,1.3868430590793766
exclude:anthropics/skills,procedure,style,3,922,0.0032537960954446853,1.2431460674157304
exclude:anthropics/skills,resource,retarget,54,922,0.05856832971800434,2.099519271316522
exclude:anthropics/skills,resource,script,18,922,0.019522776572668113,1.2985915492957747
exclude:anthropics/skills,resource,spec,21,922,0.0227765726681128,1.0996138119036802
exclude:anthropics/skills,resource,style,1,922,0.0010845986984815619,1.2985915492957747
exclude:anthropics/skills,retarget,script,11,922,0.01193058568329718,0.6747837658017298
exclude:anthropics/skills,retarget,spec,10,922,0.010845986984815618,0.445238555147769
exclude:anthropics/skills,retarget,style,0,922,0.0,0.0
exclude:anthropics/skills,script,spec,4,922,0.004338394793926247,0.33046594982078853
exclude:anthropics/skills,script,style,0,922,0.0,0.0
exclude:anthropics/skills,spec,style,0,922,0.0,0.0
repository:mattpocock/skills,decision,fix,0,2,0.0,
repository:mattpocock/skills,decision,guardrail,0,2,0.0,
repository:mattpocock/skills,decision,lifecycle,0,2,0.0,
repository:mattpocock/skills,decision,personalize,0,2,0.0,
repository:mattpocock/skills,decision,policy,0,2,0.0,
repository:mattpocock/skills,decision,polish,0,2,0.0,
repository:mattpocock/skills,decision,procedure,0,2,0.0,
repository:mattpocock/skills,decision,resource,0,2,0.0,
repository:mattpocock/skills,decision,retarget,0,2,0.0,
repository:mattpocock/skills,decision,script,0,2,0.0,
repository:mattpocock/skills,decision,spec,0,2,0.0,
repository:mattpocock/skills,decision,style,0,2,0.0,
repository:mattpocock/skills,fix,guardrail,0,2,0.0,
repository:mattpocock/skills,fix,lifecycle,0,2,0.0,
repository:mattpocock/skills,fix,personalize,0,2,0.0,
repository:mattpocock/skills,fix,policy,0,2,0.0,
repository:mattpocock/skills,fix,polish,0,2,0.0,
repository:mattpocock/skills,fix,procedure,0,2,0.0,
repository:mattpocock/skills,fix,resource,0,2,0.0,
repository:mattpocock/skills,fix,retarget,0,2,0.0,
repository:mattpocock/skills,fix,script,0,2,0.0,
repository:mattpocock/skills,fix,spec,0,2,0.0,
repository:mattpocock/skills,fix,style,0,2,0.0,
repository:mattpocock/skills,guardrail,lifecycle,0,2,0.0,
repository:mattpocock/skills,guardrail,personalize,0,2,0.0,
repository:mattpocock/skills,guardrail,policy,0,2,0.0,
repository:mattpocock/skills,guardrail,polish,0,2,0.0,
repository:mattpocock/skills,guardrail,procedure,0,2,0.0,
repository:mattpocock/skills,guardrail,resource,0,2,0.0,
repository:mattpocock/skills,guardrail,retarget,0,2,0.0,
repository:mattpocock/skills,guardrail,script,0,2,0.0,
repository:mattpocock/skills,guardrail,spec,0,2,0.0,
repository:mattpocock/skills,guardrail,style,0,2,0.0,
repository:mattpocock/skills,lifecycle,personalize,0,2,0.0,
repository:mattpocock/skills,lifecycle,policy,0,2,0.0,
repository:mattpocock/skills,lifecycle,polish,0,2,0.0,
repository:mattpocock/skills,lifecycle,procedure,0,2,0.0,
repository:mattpocock/skills,lifecycle,resource,0,2,0.0,
repository:mattpocock/skills,lifecycle,retarget,0,2,0.0,
repository:mattpocock/skills,lifecycle,script,0,2,0.0,
repository:mattpocock/skills,lifecycle,spec,0,2,0.0,
repository:mattpocock/skills,lifecycle,style,0,2,0.0,
repository:mattpocock/skills,personalize,policy,0,2,0.0,
repository:mattpocock/skills,personalize,polish,0,2,0.0,
repository:mattpocock/skills,personalize,procedure,0,2,0.0,
repository:mattpocock/skills,personalize,resource,0,2,0.0,
repository:mattpocock/skills,personalize,retarget,0,2,0.0,
repository:mattpocock/skills,personalize,script,0,2,0.0,
repository:mattpocock/skills,personalize,spec,0,2,0.0,
repository:mattpocock/skills,personalize,style,0,2,0.0,
repository:mattpocock/skills,policy,polish,0,2,0.0,
repository:mattpocock/skills,policy,procedure,0,2,0.0,
repository:mattpocock/skills,policy,resource,0,2,0.0,
repository:mattpocock/skills,policy,retarget,0,2,0.0,
repository:mattpocock/skills,policy,script,0,2,0.0,
repository:mattpocock/skills,policy,spec,0,2,0.0,
repository:mattpocock/skills,policy,style,0,2,0.0,
repository:mattpocock/skills,polish,procedure,0,2,0.0,
repository:mattpocock/skills,polish,resource,0,2,0.0,
repository:mattpocock/skills,polish,retarget,0,2,0.0,
repository:mattpocock/skills,polish,script,0,2,0.0,
repository:mattpocock/skills,polish,spec,0,2,0.0,
repository:mattpocock/skills,polish,style,0,2,0.0,
repository:mattpocock/skills,procedure,resource,0,2,0.0,
repository:mattpocock/skills,procedure,retarget,0,2,0.0,
repository:mattpocock/skills,procedure,script,0,2,0.0,
repository:mattpocock/skills,procedure,spec,0,2,0.0,
repository:mattpocock/skills,procedure,style,0,2,0.0,
repository:mattpocock/skills,resource,retarget,0,2,0.0,
repository:mattpocock/skills,resource,script,0,2,0.0,
repository:mattpocock/skills,resource,spec,0,2,0.0,
repository:mattpocock/skills,resource,style,0,2,0.0,
repository:mattpocock/skills,retarget,script,0,2,0.0,
repository:mattpocock/skills,retarget,spec,0,2,0.0,
repository:mattpocock/skills,retarget,style,0,2,0.0,
repository:mattpocock/skills,script,spec,0,2,0.0,
repository:mattpocock/skills,script,style,0,2,0.0,
repository:mattpocock/skills,spec,style,0,2,0.0,
exclude:mattpocock/skills,decision,fix,13,1124,0.011565836298932384,0.5340643274853801
exclude:mattpocock/skills,decision,guardrail,7,1124,0.006227758007117438,1.3146198830409357
exclude:mattpocock/skills,decision,lifecycle,112,1124,0.099644128113879,0.9581611295048902
exclude:mattpocock/skills,decision,personalize,11,1124,0.009786476868327402,1.2050682261208576
exclude:mattpocock/skills,decision,policy,134,1124,0.11921708185053381,1.9645992304180526
exclude:mattpocock/skills,decision,polish,11,1124,0.009786476868327402,0.9640545808966862
exclude:mattpocock/skills,decision,procedure,211,1124,0.18772241992882563,1.8129725184420746
exclude:mattpocock/skills,decision,resource,51,1124,0.045373665480427046,1.064216095795043
exclude:mattpocock/skills,decision,retarget,41,1124,0.036476868327402136,0.8787948131197559
exclude:mattpocock/skills,decision,script,12,1124,0.010676156583629894,0.2600347021399653
exclude:mattpocock/skills,decision,spec,62,1124,0.05516014234875445,1.8384909642527372
exclude:mattpocock/skills,decision,style,2,1124,0.0017793594306049821,1.3146198830409357
exclude:mattpocock/skills,fix,guardrail,1,1124,0.0008896797153024911,0.5575396825396826
exclude:mattpocock/skills,fix,lifecycle,16,1124,0.014234875444839857,0.4063629790310918
exclude:mattpocock/skills,fix,personalize,3,1124,0.0026690391459074734,0.9756944444444444
exclude:mattpocock/skills,fix,policy,13,1124,0.011565836298932384,0.5658302354399009
exclude:mattpocock/skills,fix,polish,5,1124,0.004448398576512456,1.3009259259259258
exclude:mattpocock/skills,fix,procedure,23,1124,0.020462633451957295,0.5866920842411039
exclude:mattpocock/skills,fix,resource,7,1124,0.006227758007117438,0.43364197530864196
exclude:mattpocock/skills,fix,retarget,5,1124,0.004448398576512456,0.318161231884058
exclude:mattpocock/skills,fix,script,16,1124,0.014234875444839857,1.0293040293040292
exclude:mattpocock/skills,fix,spec,10,1124,0.008896797153024912,0.8803258145363408
exclude:mattpocock/skills,fix,style,0,1124,0.0,0.0
exclude:mattpocock/skills,guardrail,lifecycle,5,1124,0.004448398576512456,0.5805185414729883
exclude:mattpocock/skills,guardrail,personalize,2,1124,0.0017793594306049821,2.9735449735449735
exclude:mattpocock/skills,guardrail,policy,13,1124,0.011565836298932384,2.5866525048681184
exclude:mattpocock/skills,guardrail,polish,0,1124,0.0,0.0
exclude:mattpocock/skills,guardrail,procedure,11,1124,0.009786476868327402,1.2827056748625376
exclude:mattpocock/skills,guardrail,resource,5,1124,0.004448398576512456,1.4159737969261779
exclude:mattpocock/skills,guardrail,retarget,0,1124,0.0,0.0
exclude:mattpocock/skills,guardrail,script,4,1124,0.0035587188612099642,1.1763474620617478
exclude:mattpocock/skills,guardrail,spec,5,1124,0.004448398576512456,2.012173290368779
exclude:mattpocock/skills,guardrail,style,1,1124,0.0008896797153024911,8.920634920634921
exclude:mattpocock/skills,lifecycle,personalize,18,1124,0.01601423487544484,1.2190889370932756
exclude:mattpocock/skills,lifecycle,policy,107,1124,0.09519572953736655,0.9698328347136095
exclude:mattpocock/skills,lifecycle,polish,17,1124,0.015124555160142349,0.9210894191371415
exclude:mattpocock/skills,lifecycle,procedure,155,1124,0.13790035587188612,0.8233498267950227
exclude:mattpocock/skills,lifecycle,resource,62,1124,0.05516014234875445,0.7998255460294506
exclude:mattpocock/skills,lifecycle,retarget,86,1124,0.07651245551601424,1.1395831368480618
exclude:mattpocock/skills,lifecycle,script,30,1124,0.026690391459074734,0.40189745178899194
exclude:mattpocock/skills,lifecycle,spec,42,1124,0.037366548042704624,0.7699509076378582
exclude:mattpocock/skills,lifecycle,style,3,1124,0.0026690391459074734,1.2190889370932756
exclude:mattpocock/skills,personalize,policy,12,1124,0.010676156583629894,1.392812887236679
exclude:mattpocock/skills,personalize,polish,0,1124,0.0,0.0
exclude:mattpocock/skills,personalize,procedure,15,1124,0.013345195729537367,1.0203340595497459
exclude:mattpocock/skills,personalize,resource,2,1124,0.0017793594306049821,0.3303938859494415
exclude:mattpocock/skills,personalize,retarget,7,1124,0.006227758007117438,1.1878019323671498
exclude:mattpocock/skills,personalize,script,4,1124,0.0035587188612099642,0.6862026862026862
exclude:mattpocock/skills,personalize,spec,4,1124,0.0035587188612099642,0.9390142021720969
exclude:mattpocock/skills,personalize,style,1,1124,0.0008896797153024911,5.203703703703703
exclude:mattpocock/skills,policy,polish,12,1124,0.010676156583629894,1.1142503097893433
exclude:mattpocock/skills,policy,procedure,185,1124,0.16459074733096085,1.6841201577698406
exclude:mattpocock/skills,policy,resource,54,1124,0.04804270462633452,1.1938396176314392
exclude:mattpocock/skills,policy,retarget,41,1124,0.036476868327402136,0.9310651365766931
exclude:mattpocock/skills,policy,script,14,1124,0.012455516014234875,0.32141835859307977
exclude:mattpocock/skills,policy,spec,48,1124,0.042704626334519574,1.5080079380607654
exclude:mattpocock/skills,policy,style,1,1124,0.0008896797153024911,0.6964064436183395
exclude:mattpocock/skills,polish,procedure,17,1124,0.015124555160142349,0.9251028806584363
exclude:mattpocock/skills,polish,resource,10,1124,0.008896797153024912,1.321575543797766
exclude:mattpocock/skills,polish,retarget,7,1124,0.006227758007117438,0.9502415458937198
exclude:mattpocock/skills,polish,script,3,1124,0.0026690391459074734,0.4117216117216117
exclude:mattpocock/skills,polish,spec,6,1124,0.005338078291814947,1.1268170426065163
exclude:mattpocock/skills,polish,style,0,1124,0.0,0.0
exclude:mattpocock/skills,procedure,resource,84,1124,0.07473309608540925,1.0883563301863954
exclude:mattpocock/skills,procedure,retarget,75,1124,0.06672597864768683,0.9981528843421427
exclude:mattpocock/skills,procedure,script,32,1124,0.028469750889679714,0.430558548205607
exclude:mattpocock/skills,procedure,spec,84,1124,0.07473309608540925,1.5466116271069832
exclude:mattpocock/skills,procedure,style,3,1124,0.0026690391459074734,1.224400871459695
exclude:mattpocock/skills,resource,retarget,61,1124,0.054270462633451956,1.9715896020243846
exclude:mattpocock/skills,resource,script,36,1124,0.03202846975088968,1.1763474620617478
exclude:mattpocock/skills,resource,spec,25,1124,0.02224199288256228,1.1178740502048772
exclude:mattpocock/skills,resource,style,1,1124,0.0008896797153024911,0.9911816578483245
exclude:mattpocock/skills,retarget,script,18,1124,0.01601423487544484,0.604156712852365
exclude:mattpocock/skills,retarget,spec,11,1124,0.009786476868327402,0.5052304674730304
exclude:mattpocock/skills,retarget,style,0,1124,0.0,0.0
exclude:mattpocock/skills,script,spec,6,1124,0.005338078291814947,0.2786086094356771
exclude:mattpocock/skills,script,style,0,1124,0.0,0.0
exclude:mattpocock/skills,spec,style,0,1124,0.0,0.0
repository:obra/superpowers,decision,fix,12,694,0.01729106628242075,0.5954525954525954
repository:obra/superpowers,decision,guardrail,6,694,0.008645533141210375,1.148372862658577
repository:obra/superpowers,decision,lifecycle,98,694,0.14121037463976946,1.0022694450175367
repository:obra/superpowers,decision,personalize,10,694,0.01440922190201729,1.5761980467862822
repository:obra/superpowers,decision,policy,125,694,0.18011527377521613,1.4014313177493094
repository:obra/superpowers,decision,polish,10,694,0.01440922190201729,0.7880990233931411
repository:obra/superpowers,decision,procedure,205,694,0.2953890489913545,1.3078690935833792
